,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2)
10/18/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,4.36,0,0,0
10/18/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,3.74,0,0,0
10/18/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,3.39,0,0,0
10/18/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,2.84,0,0,0
10/18/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,2.48,0,0,0
10/18/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,1.89,0,0,0
10/18/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,2,0,0,0
10/18/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,2.19,0,0,0
10/18/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,2.03,0,0,0
10/18/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,2,0,0,0
10/18/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,1.4,0,0,0
10/18/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,1.24,0,0,0
10/18/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,1.32,0,0,0
10/18/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,1.4,35.46,195.81,20.59
10/18/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,2.35,179.73,381.05,81.56
10/18/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,3.86,374.66,677.55,93.97
10/18/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,5.08,522.15,752.27,119.55
10/18/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,6.55,569.7,684.03,151
10/18/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,6.89,488.29,416.42,221.88
10/18/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,7.51,359.61,239.56,211.96
10/18/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,7.51,441.4,549.99,142.56
10/18/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,7.71,206.02,119.05,155.33
10/18/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,7.38,84.56,31.33,76.05
10/18/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,7.38,23.53,40.84,19.79
10/19/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,7.05,0,0,0
10/19/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,6.67,0,0,0
10/19/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,6.51,0,0,0
10/19/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,5.92,0,0,0
10/19/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,5.61,0,0,0
10/19/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,5.2,0,0,0
10/19/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,4.54,0,0,0
10/19/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,4.16,0,0,0
10/19/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,3.24,0,0,0
10/19/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,2.73,0,0,0
10/19/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,1.21,0,0,0
10/19/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,0.8,0,0,0
10/19/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,0.7,0,0,0
10/19/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,0.98,45.2,308.45,22.9
10/19/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,2.67,211.03,596.43,59.71
10/19/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,4.77,396.81,785.64,74.62
10/19/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,6.5,543.61,863.19,85.47
10/19/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,8.33,638.79,889.36,98.56
10/19/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,9.47,679.44,925.64,91.71
10/19/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,10.32,652.71,922.29,88.85
10/19/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,10.83,563.15,890.08,84.01
10/19/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,10.79,420.31,822.36,74.31
10/19/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,8.96,240.59,685.38,57.81
10/19/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,7.42,61.45,450.46,22.42
10/20/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,6.11,0,0,0
10/20/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,4.96,0,0,0
10/20/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,3.89,0,0,0
10/20/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,2.48,0,0,0
10/20/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,2.22,0,0,0
10/20/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,1.49,0,0,0
10/20/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,0.69,0,0,0
10/20/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,0.68,0,0,0
10/20/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,0.6,0,0,0
10/20/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,0.22,0,0,0
10/20/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.47,0,0,0
10/20/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.46,0,0,0
10/20/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.11,0,0,0
10/20/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,1.08,45.09,386.05,18.6
10/20/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,3.6,201.95,571.44,59.21
10/20/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,7.01,377.07,731.94,79.97
10/20/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,9.3,507.69,761.07,107.14
10/20/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,11.72,614.16,856.13,98.1
10/20/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,13.81,636.3,838.97,107.66
10/20/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,15.03,621.82,873.06,92.4
10/20/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,16.12,531.35,833.15,87.03
10/20/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,16.81,395.08,767.35,76.05
10/20/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,15.57,215.1,597.83,58.6
10/20/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,14.59,54.44,409.72,20.89
10/21/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,12.16,0,0,0
10/21/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,10.97,0,0,0
10/21/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,10.12,0,0,0
10/21/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,9.27,0,0,0
10/21/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,8.75,0,0,0
10/21/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,8.66,0,0,0
10/21/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,8.32,0,0,0
10/21/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,8.31,0,0,0
10/21/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,8.15,0,0,0
10/21/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,8.05,0,0,0
10/21/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,7.57,0,0,0
10/21/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,7.43,0,0,0
10/21/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,7.4,0,0,0
10/21/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,8.06,38.96,222.7,24.49
10/21/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,11.38,192.43,491.52,71.58
10/21/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,14.48,361.7,655.73,98.28
10/21/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,17.06,514.44,809.56,91.96
10/21/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,19.95,605.55,847.13,98.87
10/21/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,22.1,634.9,845.3,106.36
10/21/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,23.13,593.39,781.47,123.36
10/21/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,23.9,511.07,766.78,105.97
10/21/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,24.09,381.34,726.85,82.75
10/21/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,22.39,213,595.27,60.06
10/21/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,20.75,50.86,404.22,19.66
10/22/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,19.24,0,0,0
10/22/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,18.43,0,0,0
10/22/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,17.43,0,0,0
10/22/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,16.47,0,0,0
10/22/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,15.98,0,0,0
10/22/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,15.52,0,0,0
10/22/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,14.63,0,0,0
10/22/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,14.34,0,0,0
10/22/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,13.51,0,0,0
10/22/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,12.71,0,0,0
10/22/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,11.76,0,0,0
10/22/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,11.64,0,0,0
10/22/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,11.76,0,0,0
10/22/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,12.49,40.08,378.52,16.88
10/22/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,15.51,198.05,593.21,54.54
10/22/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,19.11,369.05,747.04,72.09
10/22/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,21.2,507.49,821.51,82.43
10/22/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,23.29,596.47,857.11,87.82
10/22/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,24.68,627.54,867.29,89.44
10/22/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,25.28,597.87,854.37,88.21
10/22/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,25.88,509.62,813.2,84.03
10/22/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,26.14,371.68,728.92,75.82
10/22/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,24.31,203.96,582.45,57.11
10/22/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,22.75,44.93,325.73,21.3
10/23/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,21.64,0,0,0
10/23/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,20.76,0,0,0
10/23/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,20.08,0,0,0
10/23/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,19.11,0,0,0
10/23/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,18.55,0,0,0
10/23/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,17.9,0,0,0
10/23/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,17.19,0,0,0
10/23/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,16.9,0,0,0
10/23/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,17.03,0,0,0
10/23/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,16.96,0,0,0
10/23/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,16.21,0,0,0
10/23/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,16.21,0,0,0
10/23/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,16.24,0,0,0
10/23/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,16.77,33.12,246.07,18.95
10/23/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,18.48,164.13,446.78,57.8
10/23/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,20.96,323.98,608.14,84.8
10/23/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,22.58,467.35,742.81,86.31
10/23/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,24.29,523.77,716.42,101.95
10/23/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,25.4,580.61,786.29,96.54
10/23/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,26.19,526.19,697.85,113.31
10/23/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,26.16,486.29,774.52,84.74
10/23/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,26.23,358.61,714.63,72.03
10/23/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,24.73,188.87,535.36,56.43
10/23/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,23.52,39.24,286.76,19.74
10/24/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,22.65,0,0,0
10/24/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,21.72,0,0,0
10/24/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,20.89,0,0,0
10/24/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,20.01,0,0,0
10/24/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,19.61,0,0,0
10/24/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,18.64,0,0,0
10/24/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,18.03,0,0,0
10/24/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,17.79,0,0,0
10/24/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,17.41,0,0,0
10/24/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,16.44,0,0,0
10/24/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,15.58,0,0,0
10/24/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,15.41,0,0,0
10/24/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,15.2,0,0,0
10/24/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,15.77,32.67,288.9,17.09
10/24/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,18.55,171.26,468.06,61.71
10/24/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,21.12,297,423.47,132.23
10/24/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,22.35,359.57,270.62,221.96
10/24/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,24.07,443.39,331.38,249.81
10/24/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,24.65,453.7,289.34,276.96
10/24/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,24.96,324.63,99.33,266.34
10/24/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,24.59,267.12,77.06,227.54
10/24/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,24.53,193.29,76.57,162.95
10/24/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,23.65,83.69,44.75,72.83
10/24/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,22.66,23.64,32.03,21.61
10/25/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,22.06,0,0,0
10/25/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,21.45,0,0,0
10/25/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,21.14,0,0,0
10/25/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,20.53,0,0,0
10/25/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,20.05,0,0,0
10/25/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,19.05,0,0,0
10/25/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,18.44,0,0,0
10/25/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,17.67,0,0,0
10/25/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,16.7,0,0,0
10/25/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,16.2,0,0,0
10/25/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,16.04,0,0,0
10/25/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,16.59,0,0,0
10/25/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,17.13,0,0,0
10/25/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,17.04,4.97,1.32,4.9
10/25/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,17.95,25.43,1.07,25.19
10/25/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,18.19,49.19,0.47,49.01
10/25/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,18.16,63.67,0.89,63.22
10/25/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,18.57,78.22,0.31,78.04
10/25/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,19.38,143.7,3.13,141.8
10/25/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,19.68,47.73,2.05,46.53
10/25/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,19.69,97.07,4.13,94.97
10/25/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,19.75,33.37,0.27,33.27
10/25/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,16.93,25.76,0.43,25.66
10/25/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,16.89,3.69,0,3.69
10/26/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,16.9,0,0,0
10/26/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,17,0,0,0
10/26/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,16.8,0,0,0
10/26/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,16.49,0,0,0
10/26/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,16.43,0,0,0
10/26/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,16.13,0,0,0
10/26/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,15.18,0,0,0
10/26/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,13.56,0,0,0
10/26/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,11.28,0,0,0
10/26/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,9.52,0,0,0
10/26/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,8.16,0,0,0
10/26/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,7.85,0,0,0
10/26/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,7.32,0,0,0
10/26/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,6.85,8.43,0,5.23
10/26/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,7.39,62.4,132.17,32.51
10/26/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,8.75,188.36,203.05,111.07
10/26/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,10.04,356.33,365.84,173.55
10/26/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,11.13,462.94,478.72,187.73
10/26/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,11.85,543.87,625.45,167.77
10/26/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,12.3,585.9,830.32,106.69
10/26/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,12.87,501.21,837.34,79.23
10/26/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,12.7,368.66,769.01,71.24
10/26/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,11.58,197.18,616.4,53.22
10/26/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,9.97,37.82,399.5,15.96
10/27/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,8.42,0,0,0
10/27/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,7.37,0,0,0
10/27/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,6.18,0,0,0
10/27/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,5.1,0,0,0
10/27/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,4.55,0,0,0
10/27/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,3.75,0,0,0
10/27/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,3.08,0,0,0
10/27/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,3.29,0,0,0
10/27/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,2.9,0,0,0
10/27/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,2.29,0,0,0
10/27/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,0.64,0,0,0
10/27/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,0.84,0,0,0
10/27/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,0.87,0,0,0
10/27/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,1.5,30.68,0,13.7
10/27/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,5.19,182.8,588.81,52
10/27/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,8,353.85,750.47,71.35
10/27/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,9.31,493.84,831.5,82.11
10/27/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,11.09,584.63,872.17,87.26
10/27/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,12.02,608.04,840.67,106.5
10/27/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,12.7,558.89,731.12,140.43
10/27/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,13.21,446.01,552.15,170.37
10/27/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,13.3,302.98,422.91,141.38
10/27/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,11.67,147.96,234.37,94.28
10/27/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,10.16,32.58,281.58,18.37
10/28/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,9.18,0,0,0
10/28/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,8.54,0,0,0
10/28/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,8.09,0,0,0
10/28/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,7.46,0,0,0
10/28/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,7.27,0,0,0
10/28/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,6.65,0,0,0
10/28/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,5.79,0,0,0
10/28/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,5.8,0,0,0
10/28/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,5.15,0,0,0
10/28/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,4.66,0,0,0
10/28/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,3.66,0,0,0
10/28/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,3.97,0,0,0
10/28/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,3.89,0,0,0
10/28/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,4.16,23.11,0,18.4
10/28/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,6.64,160.74,399.62,73.55
10/28/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,9.56,345.59,724.55,75.91
10/28/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,11.4,488.19,829.2,81.27
10/28/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,13.65,578.59,868.99,87.03
10/28/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,15.2,610.15,880.59,88.92
10/28/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,16.37,578.59,865.85,87.1
10/28/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,16.93,490.04,826.46,81.35
10/28/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,17.42,352.45,746.39,70.66
10/28/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,15.44,183.92,588.27,51.77
10/28/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,12.94,32.24,0,14.19
10/29/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,10.91,0,0,0
10/29/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,10.59,0,0,0
10/29/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,9.46,0,0,0
10/29/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,8.56,0,0,0
10/29/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,8.25,0,0,0
10/29/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,7.75,0,0,0
10/29/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,7.11,0,0,0
10/29/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,6.78,0,0,0
10/29/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,6.05,0,0,0
10/29/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,5.48,0,0,0
10/29/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,3.55,0,0,0
10/29/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,3.36,0,0,0
10/29/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,3.19,0,0,0
10/29/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,3.57,27.17,0,12.41
10/29/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,8.39,174.62,580.68,50.23
10/29/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,12.54,343.29,743.2,69.79
10/29/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,15.05,482.02,825.54,80.55
10/29/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,18.13,572.01,865.72,86.27
10/29/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,19.34,604.25,879.09,88.03
10/29/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,19.75,570.76,848.98,92.84
10/29/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,20.03,484.85,819.51,83.4
10/29/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,19.72,344.58,713.27,78.52
10/29/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,17.42,178.38,557.81,55.49
10/29/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,14.87,28.99,0,16.23
10/30/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,13.19,0,0,0
10/30/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,11.88,0,0,0
10/30/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,11.1,0,0,0
10/30/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,10.46,0,0,0
10/30/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,10.22,0,0,0
10/30/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,9.32,0,0,0
10/30/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,9.62,0,0,0
10/30/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,9.53,0,0,0
10/30/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,9.22,0,0,0
10/30/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,8.8,0,0,0
